nombre,identificacion,tipo_vivienda
Emilio Nazario,52899185,aparta estudio
Hilda Polanco Cazares,17065654,aparta estudio
Rufino Humberto Marrero,74772183,otro
Nayeli Mena Gamboa,92408521,apartamento
Sr(a). Claudio Delgado,69452001,casa
Helena Óliver Velasco Ulloa,66822345,finca
Gonzalo Guevara Frías,41104603,aparta estudio
Serafín Esmeralda Magaña Alonzo,28073868,apartamento
Karla Espino,11675565,aparta estudio
Antonia González Briones,16272055,casa
Dr. Marisol León,99766961,aparta estudio
Federico Bustamante,14855736,aparta estudio
Carmen Rico,47072835,aparta estudio
Alma Rafaél Covarrubias Arguello,52866109,otro
Fabiola Norma Soto Montemayor,64843087,otro
Dr. Antonia Dávila,71132397,finca
Mitzy Guadalupe Rascón Quintanilla,81062164,otro
Ing. Anel Orta,86461350,otro
Francisco Javier Helena Fierro,16453891,finca
Espartaco Burgos,18788639,casa
Dr. Inés de la Fuente,69961634,aparta estudio
Camilo Jacinto Zelaya,31810946,casa
Lic. Eugenia Monroy,98787814,aparta estudio
Vicente Villalobos Orosco,56191521,apartamento
Benito Hernán Benavídez Calvillo,43336243,casa
Helena Iván Bernal,30764877,apartamento
Manuel Ávalos Delgado,21639781,apartamento
Antonia Santillán,31812748,finca
Irene Cortez Peralta,83404752,finca
Lucas Carrero,62161530,otro
Francisca Casares,20043527,finca
Leonardo Cecilia Zamora,54356970,finca
Rosalia Alejandra Soto,55384392,casa
Pilar Guajardo,35824797,casa
Mtro. Javier Espinal,30170845,apartamento
Lic. Felix Orta,91241069,apartamento
Mitzy Bernabé Leyva Saldaña,40366166,finca
Modesto Longoria Alonzo,36541560,casa
Yolanda Mesa Hernádez,98411788,finca
Anabel del Río,82978324,casa
María Teresa Ayala,83114825,apartamento
Linda Brito,96239323,otro
Dalia Negrete,54420959,aparta estudio
Jonás Ricardo Solís Zelaya,83971701,aparta estudio
Carlota Sanabria,28906832,aparta estudio
José Manuél Rafaél Casárez Cisneros,28048739,apartamento
Raúl Casillas,11557435,otro
Roberto Muro Dueñas,79987620,finca
Espartaco Serafín Collazo,37759612,otro
Raúl Victoria Moya Granados,58489318,aparta estudio
Raúl Jerónimo Alcaraz Vergara,96606358,aparta estudio
Natalia Griego Aguilar,53496876,otro
Carmen Marisol Casas,83282656,aparta estudio
Clemente Mora Pacheco,13636340,aparta estudio
Sr(a). Úrsula Calderón,92737187,finca
Noelia Jonás Paredes,49953680,apartamento
Sr(a). Alberto Leal,45780689,apartamento
Felix Saucedo Rolón,32641820,finca
Dr. Ignacio Viera,48863796,casa
Eugenio Víctor Pizarro,63766043,otro
Elvira Linda Vaca Garza,13558135,apartamento
Patricio Corrales Candelaria,75242007,apartamento
Virginia Jorge Luis Vergara Soria,90636618,apartamento
Julia Eric Armendáriz Morales,51360896,finca
Dr. Alberto Guevara,86682200,otro
Miguel Ángel Briseño Salazar,17338923,aparta estudio
René Paredes,45350198,apartamento
Dr. Rebeca Cabrera,53123691,finca
Ángela de la Torre Zarate,48007204,aparta estudio
Yuridia Rodolfo de la Garza Bermúdez,54212066,finca
Ramón Felipe Vázquez,17330390,otro
Roberto Gaytán,36228845,finca
Anabel Alejandro Godínez Bañuelos,41573767,otro
Liliana Amalia Cavazos,38248984,apartamento
Sr(a). Pablo Baca,49107794,apartamento
Adriana Diego Marrero,35646629,aparta estudio
Mtro. Rosalia Arenas,59106046,finca
Leticia Ángel Lugo Curiel,19283945,finca
Cornelio Ramón Portillo Toro,81994177,finca
Clara Camarillo Collado,62156097,finca
Espartaco Guadalupe Ozuna Paz,89279599,apartamento
Magdalena Murillo,92518024,casa
Alberto Porras Salinas,89973516,apartamento
Elvira Rodrigo Contreras Luna,21911578,otro
Pilar Tovar,51168902,casa
Ernesto Amalia Benítez Angulo,87093942,casa
Patricia Benito Batista,47894469,apartamento
Eva Núñez,97594773,apartamento
Cecilia Florencia Vázquez,42665574,finca
Timoteo Henríquez,78454746,otro
Guadalupe Angulo,52054309,apartamento
María Luisa Cavazos Lara,27483919,casa
Zacarías Karla Solorzano Candelaria,31745030,aparta estudio
Lucas Tovar Leiva,38468180,apartamento
Eric de la Garza Vázquez,83893986,otro
Mayte Diana Navarrete Calvillo,78463319,aparta estudio
Juan Carlos Óliver Gastélum,72758757,apartamento
Ing. Oswaldo Lozano,88605245,otro
Martín Mónica Casárez Cano,84022923,casa
Dr. Minerva Huerta,19499962,apartamento
Isabel Salinas,25852423,aparta estudio
César Vélez Carrera,50309714,casa
Susana Rosales,62591875,apartamento
David Carvajal,78503776,casa
Hernán Arellano,97847508,finca
Timoteo Diana Varela Alejandro,74529294,finca
Graciela Ocasio de la Fuente,28295750,otro
Esmeralda Miguel Ángel Mejía Mora,73852751,finca
Indira Alcala Munguía,56727402,otro
Nadia Espartaco Arredondo Ceja,27997773,finca
Úrsula Alta  Gracia Abreu,40703729,casa
Josefina García Chapa,89287998,otro
Sara Márquez Rodríquez,94843955,casa
Noelia Clemente Suárez Villareal,64648204,aparta estudio
Cristina Quiroz Zambrano,50848584,otro
Evelio Zepeda,60954215,casa
Patricia Méndez,72647436,casa
Porfirio Marroquín,21786842,otro
Adela Mateo Bustamante,75962017,casa
Eduardo Reyes Salazar,39733275,aparta estudio
Sergio Marisela Cervántez,63005205,casa
Florencia Magaña,53069189,otro
Abril Mateo Rocha,26871735,aparta estudio
Marisol María Ramos Partida,80488790,aparta estudio
Sr(a). Conchita Salcedo,92650684,casa
Linda Cristal Luevano Hinojosa,87930560,aparta estudio
Isaac Espinoza Mares,86187996,apartamento
Eva Villareal,54179648,finca
Camila Jiménez Godínez,77325474,casa
Octavio Arroyo Sanches,64380856,finca
Juan Cristal Tejada Piña,54072270,finca
Dr. Dolores Nevárez,35071825,otro
Gregorio Adame,92107760,apartamento
Ana María Arriaga,45668738,otro
Caridad Meza,83070358,apartamento
David Guzmán,59515892,otro
Alta  Gracia Murillo Saldivar,90497151,casa
Emilia Linda Mata,67619207,apartamento
Clemente Perea,88279670,aparta estudio
Uriel Karla Escamilla Lara,27121085,otro
Rodolfo Alvarado Garica,44453747,aparta estudio
Paulina Citlali Ledesma,27481729,casa
Teresa Ángela Mora Blanco,78560814,casa
Abelardo Alma Mora,91763079,otro
Cristina Claudia Brito Bueno,85186137,casa
Lic. Porfirio Zedillo,47444810,casa
Elias Abigail Oquendo,97633096,finca
Amador Covarrubias,86528957,finca
Camilo Montaño,43917494,casa
Alvaro Asunción Pichardo Ayala,17377337,casa
Abraham Ofelia de la O,68660107,apartamento
Patricia Nazario,45366486,otro
Pedro Arturo Miramontes,32591374,finca
Eva Asunción Lebrón,46403374,casa
Isaac Ofelia Cavazos,16041764,apartamento
Guillermo Leonardo Porras,32681334,casa
Vanesa Corona,77524766,otro
Abril Riojas Madrigal,69264313,casa
Claudia Úrsula Esparza Briones,42889033,apartamento
Luis Miguel Armas Colón,29659642,casa
Omar Jaime Garica Casas,63991052,otro
Trinidad Adán Palomino,99474081,finca
Amalia René Collado,80105842,casa
Sara Lorenzo Carranza Grijalva,10352192,aparta estudio
Aida Evelio Vaca,13258279,apartamento
Ing. David Tejada,26131060,otro
Ing. Evelio Pérez,48712384,aparta estudio
Olivia Gonzalo Orellana,71400272,apartamento
Yuridia Julio Saucedo Puga,31687968,aparta estudio
Margarita Liliana Piña Barragán,86178450,casa
Anabel Martha Abrego de la Crúz,10328009,apartamento
Óliver Camacho,80742382,casa
María Cristina Zacarías Camacho,35068339,otro
Estela Mario Dávila Meraz,29447806,apartamento
Yuridia Elvia Tello Solís,56001694,aparta estudio
Darío Quesada,51447714,casa
Timoteo Tovar,26565523,finca
Elisa Gregorio Gómez Castellanos,70187735,otro
Blanca Jerónimo Campos,80447242,apartamento
Omar Gilberto Rael Maya,51527636,otro
Rosalia Guadalupe Gamboa Paz,88324051,casa
Karla Cavazos,48160346,apartamento
Esteban Ramírez Benítez,91829850,finca
Yeni Cortez,26552967,finca
Rubén Vargas,33592162,aparta estudio
Cynthia Horacio Olivo Ojeda,68273076,aparta estudio
Ing. Ramiro Guerra,41934230,casa
Esperanza Mena Hernandes,65922404,finca
Cecilia Delia Montez,26207792,finca
Martín Berríos,73998329,aparta estudio
Lic. Mariana Mata,54893184,otro
Lic. Homero Guardado,31551190,casa
Carlos Rosales Sauceda,26234848,apartamento
Citlali Karina Pabón Mesa,74083939,casa
Sandra Molina,77243935,aparta estudio
Dr. Santiago Jimínez,77814763,casa
Eric Gregorio Contreras,67905014,apartamento
Susana Arreola Elizondo,67114607,apartamento
Abraham Guillermina Ornelas Olivárez,25068176,casa
Georgina Alonso Alvarado,42682362,finca
Marcos Ozuna Irizarry,64368251,apartamento
Cristal Emiliano Alcala,93257481,aparta estudio
Elias Carmen Rocha Morales,70162897,aparta estudio
Sr(a). Socorro de la Torre,98910764,apartamento
Eugenio Esteban Pedraza,90010435,apartamento
Verónica Israel Henríquez,31418137,casa
Estefanía Eric Sandoval Matías,67019023,finca
Irene Linda Granados Salgado,88271486,finca
Leonel Beatriz Lomeli,88908796,finca
Sr(a). Dalia Arroyo,32569475,otro
Sandra Jacinto de Jesús Zedillo,21492669,otro
Marcela Menchaca Calvillo,92635117,otro
Lilia Gastélum Lemus,95394604,otro
Dr. Sessa Pelayo,65948100,otro
Javier Jonás Quintanilla Parra,79403612,casa
Cristal Maximiliano Alfaro,18567267,otro
Yeni Salvador Gómez Cardona,85988590,aparta estudio
Micaela Yeni Ontiveros Arredondo,37562976,apartamento
Rosa Rodrigo Díaz,43961971,finca
María Elena Octavio Dávila Ochoa,68062627,casa
Dr. Silvia Melgar,14513671,casa
Ricardo José Manuél Pulido Monroy,65752015,finca
Alonso Téllez Osorio,13037143,aparta estudio
Angélica Chávez,18566081,casa
Leonardo Ocasio,46017351,otro
Bianca Amalia Ontiveros,91243544,otro
Jacobo Peralta de la Rosa,79963290,finca
Jaime Humberto Nieves Arteaga,35006556,otro
Ing. Teodoro Jimínez,94293485,casa
Pamela Gilberto de la Torre,20480500,otro
Ing. Luis Manuel Trejo,58752799,otro
Alma Cedillo Ybarra,74262342,otro
Rodrigo Yeni Candelaria,78981357,finca
José Carlos Cristobal Alfaro Ballesteros,69413153,casa
Rafaél Estela López,72686624,apartamento
Perla Débora Salcido Ulloa,14466479,finca
Citlali Concepción Lovato Ontiveros,94399048,aparta estudio
Susana Dueñas Zedillo,53950809,otro
Elvira Narváez Benavides,67891498,apartamento
Mauricio Ángela Cruz,16011409,otro
Ing. Salvador Rael,94100912,casa
Berta Varela Pizarro,59883816,aparta estudio
Jacinto Humberto Zambrano,70004632,aparta estudio
Caridad Tapia,70027296,otro
Margarita Galarza,31404603,finca
Mtro. Óliver Toledo,71259991,apartamento
Anel Gabriel Briones,96602082,finca
Gabino Saavedra,81624156,finca
Juana Carrión Olivo,82670954,finca
Dr. Elias Valencia,27087849,aparta estudio
Esteban José Carlos Lozano Meléndez,27462502,casa
Yolanda Loya Rojo,37483665,finca
Alma Dueñas Montero,54168046,casa
Violeta Marcela Vega Reyna,39930698,aparta estudio
Delia Jesús Peña Vega,37249749,aparta estudio
Luis Manuel Eloisa Portillo Laureano,69738409,casa
Zeferino Malave,96436332,casa
Óscar Catalina Laboy Maestas,20328642,otro
Abelardo Caraballo Zamudio,95600810,otro
Aldonza Dalia Guerra Madrid,93547088,otro
Wilfrido Haro,70871878,apartamento
Mtro. Porfirio Guajardo,97697040,finca
Wendolin Lozada,84135762,casa
Augusto Evelio Jimínez Zavala,32374371,otro
Araceli Claudio Tórrez Nájera,46944433,casa
Lucía Susana Menchaca,20847265,otro
Rocío Héctor Posada Orta,76978775,finca
Minerva Briones Roybal,53493775,aparta estudio
Raquel Lilia Arteaga,76764115,casa
Karla Luna,64414646,aparta estudio
Ing. Manuel Anguiano,16529903,finca
Cynthia Gaitán Fierro,54754347,aparta estudio
Graciela Enríquez,25741637,casa
Bernabé Andrés Serrano Cintrón,24475075,apartamento
Julio César Perales Enríquez,31690700,apartamento
Juana Arevalo,12179469,finca
Silvia Francisco Rivero,28033255,otro
Timoteo Julio Alonzo Tovar,55636202,casa
Bernardo Angélica Amador Tamayo,78618298,otro
César Mateo Padilla,45652682,casa
Inés Heredia,75849918,casa
Rubén Briones,48267784,apartamento
Rafaél Flavio Merino Bañuelos,98998919,otro
Ruby Tamez Zedillo,28001130,apartamento
Sr(a). Roberto Munguía,79824403,otro
Marco Antonio Aragón Solís,60797079,apartamento
Sr(a). Luis Candelaria,27638222,otro
Ricardo Carreón Perales,83285930,finca
Linda Téllez Orozco,11216626,otro
Pablo Limón Sisneros,14027019,otro
Arturo Iván Collazo,97230412,casa
Soledad Isabel Benavides,47045450,apartamento
Hugo Juan Botello Luna,87957971,aparta estudio
Clemente Eloy Vázquez,67473316,finca
Ramiro Lira,31382938,aparta estudio
Sonia Ramón Villaseñor,12841294,apartamento
Rodrigo Villareal,31480408,otro
Lic. Gerónimo Meraz,58488151,otro
Sr(a). Mauricio Sevilla,56985842,otro
Mtro. Oswaldo Zapata,21715829,casa
Wilfrido Rosario Brito Berríos,24749045,otro
Ing. Clemente Collado,23475155,casa
Sara Mondragón,69076365,casa
Violeta Anabel Sandoval Melgar,90846626,finca
Lic. Gloria Canales,36993227,apartamento
Alma Barraza,58657528,finca
Irene Alvarez Molina,60141854,otro
Julia Leonor Holguín Toro,83039777,aparta estudio
Rufino Renato Zamudio Benavides,17722690,finca
Israel Miguel Ángel Alvarado Esquivel,40941468,apartamento
Silvano Ayala Torres,90815727,finca
Virginia Lucas Ureña Alba,39011806,apartamento
Ing. Oswaldo Pizarro,62491048,aparta estudio
Lic. Elena Nevárez,97464674,casa
Ing. Arcelia Santillán,94508436,finca
Karina Josefina Ozuna,86795141,aparta estudio
Felipe Adame Padrón,55945842,apartamento
Josefina Terrazas,65190676,aparta estudio
Marcela Ruiz Gutiérrez,81825961,aparta estudio
José Emilio María Elena Castillo Espinal,56930534,otro
Lic. Ofelia Olvera,73842254,finca
Lic. Espartaco Ramírez,77634662,finca
Salma María del Carmen Frías Corona,52436433,apartamento
Mtro. Modesto Rocha,12006540,aparta estudio
Diego Marisol Castañeda Valentín,49231867,finca
Sr(a). Eloy Jasso,72996375,otro
Dr. Guillermina Abreu,28576139,finca
Bianca Raya,86149487,otro
René Jaime,97709960,otro
Magdalena Coronado Echeverría,13762334,apartamento
Mauricio Sosa Olivares,65068369,otro
Úrsula Irma Rendón,56266804,casa
Guillermo Bravo Quiñones,53526410,aparta estudio
Cristal Israel Escamilla Urrutia,80232770,otro
Caridad Catalina Dueñas Santiago,42177875,aparta estudio
Bernabé Socorro Palomo,95990333,finca
Eloisa Godoy,74805777,aparta estudio
Amalia Menéndez,45983187,apartamento
Víctor Zedillo,74658805,casa
Mtro. Olivia Madrid,98280255,finca
César Reynoso Venegas,31965221,aparta estudio
Jorge Laura Olivo,22257096,aparta estudio
Mtro. Frida Romero,14864432,apartamento
Alfonso Cepeda Vigil,29913638,apartamento
Dolores Pabón,39486004,aparta estudio
Camila Huerta Crespo,44511586,casa
Nelly María Luisa Delgado Nava,15806885,otro
Eva Quesada Moya,83879703,finca
Lic. Noelia Alcántar,74257408,apartamento
Darío Hernandes Soria,82886044,casa
Miguel Virginia Olvera,50541039,apartamento
Ing. Yolanda Hidalgo,36446497,otro
María Eugenia Tejada,63956139,aparta estudio
Adán Wendolin Regalado Holguín,85209984,apartamento
Mateo Daniel Alba Ponce,12311489,aparta estudio
Iván Inés Rolón,75737050,finca
Rocío Ramírez Saucedo,66127920,finca
Verónica Collazo,72166758,apartamento
Mariano Arturo Parra Soliz,46599633,apartamento
Georgina Flavio Téllez Jaime,17261343,otro
Arturo Antonia Mares Galarza,80661798,otro
Alicia Felix Carbajal,88864765,casa
Bernardo Aragón,84577498,casa
Tania Galarza Briseño,52192117,apartamento
Esparta Cotto Arellano,17775904,casa
Miriam Romo Solano,43741597,finca
Ing. María Elena Lira,37139985,aparta estudio
Emilia Casárez,88310009,otro
Nancy Camilo Barragán Serna,38707801,finca
Porfirio Emilio Arteaga Almonte,81299130,finca
Serafín Zamora Dueñas,83812385,otro
Indira Montañez,60987103,aparta estudio
Lic. Uriel Santacruz,51142996,apartamento
Octavio Espinal,57846932,finca
Francisco Javier María Cristina Garica Dávila,33246941,aparta estudio
Luz Rafaél Tórrez,65572854,finca
Roberto Rodrígez,71886586,otro
Mtro. Miguel Ángel Niño,74503670,otro
Mateo Margarita Nava,49154612,casa
Mtro. Aurelio Ferrer,13481956,otro
Leonel Mora Miranda,47070716,otro
Homero Eugenio Olvera Lugo,43439982,finca
Salma Borrego Quezada,55833229,casa
Rocío Herrera,23882557,casa
Ramiro Hernádez Iglesias,51595292,apartamento
Caridad Chavarría Casillas,58196606,casa
José Luis Emilia Castro,51416752,apartamento
Inés Micaela Ramírez,19624135,finca
Zoé Rosa Navarro,93476596,otro
Mariana Archuleta Rosas,65505653,otro
Pascual Zacarías Gutiérrez Medrano,50117019,casa
Jacobo Gil Vargas,13434815,otro
Felipe Cintrón Gaitán,83768036,finca
Dr. Gerardo Sosa,70383883,apartamento
María Luisa Ricardo Almanza Villareal,86455592,finca
Lic. Mateo Córdova,18096043,otro
Mariano Jacinto Castañeda,33759991,otro
Sr(a). Tomás Aranda,26438531,apartamento
Pilar René Laboy Lara,60276647,casa
Juana Rosa Acevedo Osorio,21237474,finca
Mercedes Prieto,20869393,casa
Enrique Omar Huerta,91017060,aparta estudio
Gilberto Aparicio,98593308,otro
Daniela Manuel Heredia Haro,64457654,otro
Timoteo Benjamín Madrigal Galarza,49542237,aparta estudio
Marisol Hidalgo,71490544,finca
Sr(a). Martha Barrios,96643293,aparta estudio
Mtro. Agustín Fierro,63791985,casa
Gregorio Yuridia Enríquez,90176474,finca
Elsa Dolores Barraza Sierra,49303458,finca
Dr. Uriel Vergara,91655576,casa
Gerónimo Manuel Tirado Godínez,28839952,apartamento
Angélica Leiva Treviño,16300968,otro
Alfonso Escobedo,56620169,apartamento
Clara Soledad Cortés Valdés,73251685,otro
Ana Luisa Apodaca,97062270,finca
Liliana Barragán,90530286,casa
Nicolás Magaña,82327136,otro
Gerardo Timoteo Esquivel Otero,66593965,aparta estudio
Mario Daniel Rodarte,40748344,otro
Gloria Noriega,47221970,casa
Ing. Santiago Abreu,35414705,finca
Alfonso Uriel Flórez,83965432,otro
Sr(a). Pascual Castañeda,65086667,apartamento
Lucía Galindo Palomo,35092053,casa
Liliana de Anda Jasso,39716783,finca
Mtro. Inés Llamas,86676301,finca
Mónica José Carlos Castro Bueno,24850962,casa
David Figueroa Carrión,25087909,aparta estudio
Enrique Emilia Baca,50303576,finca
Dr. Olivia Alba,54784510,casa
Miguel Ángel Olivia Estrada,72918403,apartamento
Alvaro Abelardo Gonzales Acevedo,25230934,otro
Dr. Víctor Carreón,47451613,casa
Teresa Lebrón,70784964,finca
Carlota María Elena Arguello,99316489,casa
Ing. Felipe Serrano,10088432,casa
Lic. Nicolás Limón,11221269,aparta estudio
Dr. Ángel Villalpando,30533073,finca
Patricio Daniela Cano Crespo,30284843,aparta estudio
Elisa Karina Maestas,62333524,casa
Humberto Pulido Páez,30071039,finca
María José Armenta Ulloa,94754564,casa
Helena Bravo,56497880,finca
Dalia Baca Alva,32029241,otro
Pablo Alfaro Ochoa,26942907,apartamento
Lilia Peña,22858541,finca
Yeni Rebeca Cervantes Segovia,83347090,finca
Cristobal Mariano Sosa Camarillo,39724234,apartamento
Sr(a). Ramiro Briones,10628033,casa
Sr(a). Alta  Gracia Jáquez,52839256,finca
Indira Montenegro Vázquez,18084028,aparta estudio
Mtro. Virginia Lebrón,39314195,casa
Alma Vicente Puente,90527664,aparta estudio
Elsa Estefanía Fajardo Báez,66281275,aparta estudio
Graciela Úrsula Páez,55484788,casa
Sr(a). Cornelio Alvarado,30108956,otro
Silvia Mondragón,85618771,aparta estudio
Fernando Leonor Sánchez,29087864,apartamento
Uriel Inés Lucero,32777178,finca
Bernardo Darío Mora,53350292,casa
Zeferino Marco Antonio Godoy Arteaga,79793340,otro
Benito Vera Serna,28248487,aparta estudio
Noelia Gamboa Rodríquez,78865636,apartamento
Linda Ángela Peres,35104055,apartamento
Beatriz Sonia Rivas Paredes,90229737,apartamento
Antonio Alta  Gracia Delgadillo Toledo,95556220,casa
Yolanda Minerva Preciado Vásquez,36818208,otro
Dr. Helena Altamirano,18273547,apartamento
Mtro. Magdalena Rincón,51503916,otro
Mario Franco,74428520,casa
Porfirio Candelaria,92664727,apartamento
René Salvador Juárez Rascón,16364725,casa
Andrés Colón,79670923,otro
Teresa Vallejo,63051061,casa
Daniel Dulce María Abrego Garza,61508197,finca
Verónica González Cruz,16006630,finca
Trinidad Peralta,84023194,aparta estudio
Juana Quintana Armenta,19665223,aparta estudio
Citlali Collazo Gil,74369056,casa
Pedro Yolanda Rosales Aguayo,14466429,aparta estudio
Virginia Tamayo Navarrete,88525872,aparta estudio
Mateo Lozano Ontiveros,62225991,apartamento
Ana Socorro Otero,80074523,casa
Clara Virginia Ponce,53439574,apartamento
Mtro. Alvaro Portillo,90232268,casa
Alberto Ochoa Alba,37258006,aparta estudio
Diego Trejo,46833501,finca
Rafaél Baca Concepción,98716069,finca
Dulce Cuellar,84978678,casa
René Peña,61105033,finca
Hugo Miramontes Camacho,76892413,aparta estudio
Héctor Hugo Gallegos,82640397,otro
Bianca Fajardo,69521045,aparta estudio
Natalia José María Aparicio Alejandro,84438427,apartamento
Patricio Alta  Gracia Centeno,97184286,finca
Angélica Alejandro Cisneros Muro,43675787,finca
Ramón Cordero Urbina,59940895,otro
Lorena Rodrígez,85942362,finca
Clara Leonardo Salcedo Barela,83436393,aparta estudio
Dr. Mercedes Arreola,38968672,otro
Carolina Anel Moreno,35841610,aparta estudio
Elvira Isaac Corrales,43324085,aparta estudio
Renato Santillán Caballero,43447454,finca
Ángel Saucedo Archuleta,21387403,finca
María Ivonne Morales,54070441,finca
Isabel Alonso Collazo,84340594,apartamento
Ing. Mateo Pantoja,84743848,apartamento
Maximiliano Gustavo Piña,49057121,aparta estudio
Ilse Godoy Villalobos,44453973,apartamento
Elias Arce Guzmán,85158440,aparta estudio
Sergio Vera Suárez,92172999,aparta estudio
Alejandro Judith Ferrer Arredondo,78544159,finca
Amalia Solorio Ulibarri,76570198,apartamento
Dr. Vicente Correa,67385639,finca
Cristina Jos Vargas,37483652,otro
Abel Abigail Puente Jurado,80558753,otro
Julio Quintero Brito,31298250,apartamento
Arturo Estrada,50738977,aparta estudio
Jerónimo Angélica Ulibarri Zambrano,57596351,otro
José Emilio Almanza Urbina,41474023,otro
Mtro. Nancy Espinal,26063618,casa
Clara Ana María Pantoja Olmos,17050950,finca
Mayte Modesto Negrón Ozuna,94058737,apartamento
Leticia Eloisa Toro Osorio,90880798,casa
Micaela Martín Valverde,71425641,otro
Barbara Elvira Valverde,77548629,apartamento
Reina Tomás Alonzo,95740907,casa
Sessa Darío Ybarra de la O,80672967,otro
Judith Concepción Ordóñez Corrales,63193010,apartamento
Sr(a). Teresa Pantoja,51353841,otro
Aldo Verónica Villagómez Ozuna,70576463,apartamento
María Eugenia Quintana,33474424,casa
Sara Karla Pulido,75713140,apartamento
Tania Carrillo,67913155,finca
Genaro Margarita Villagómez,50588025,aparta estudio
Ing. Carmen Granado,59959953,apartamento
Indira Madrid,43659121,finca
Leonor Guerrero,55435189,casa
Natividad Claudia Mateo Bermúdez,13067897,apartamento
Estela Ariadna Arevalo Serrano,74656284,apartamento
Bernardo Varela Quintana,49116696,otro
Amelia Ofelia Menchaca Badillo,42727167,otro
Mitzy Borrego,83185048,finca
Eugenia Antonia Reyna Rivero,73426885,casa
Ana María Nadia Ponce Canales,32473568,casa
Esmeralda Curiel,73246795,apartamento
Eloy Antonia Trejo Luevano,50369414,aparta estudio
Jos Gurule Alejandro,36177741,otro
Isaac Julio Raya,94790068,casa
Yuridia Borrego,94815248,apartamento
Sr(a). Augusto Calderón,13725992,apartamento
Ángela Serna Corral,45486074,aparta estudio
Luis Pantoja,79277869,casa
Diana Muñoz Lemus,76511878,casa
Lic. Pascual Vallejo,72916238,finca
Maximiliano Israel Rolón Juárez,70613753,aparta estudio
Uriel Wilfrido Domínguez,93820210,otro
Marcos José Manuél Sanches,83807249,finca
Jaqueline Yolanda Aragón,77106266,apartamento
Jesús Aida Cantú Carreón,22561270,finca
Mtro. Guillermo Quintana,38794045,apartamento
María Cristina Felipe Ortega Valencia,12907534,casa
Asunción Jaime Nava,65710679,apartamento
Joaquín Maestas Villalobos,51473200,otro
Omar Gilberto Saiz Peres,73207043,aparta estudio
Jos Avilés,69357887,finca
Elisa Enrique Patiño,31931996,casa
Mateo Posada Mayorga,94926010,aparta estudio
Carla Humberto Hidalgo Zepeda,23529504,apartamento
Lic. Esparta Ontiveros,58513104,casa
Ing. Eduardo Valenzuela,26112726,casa
Eva Claudia Tello Alemán,98372577,aparta estudio
Indira Mercado,30396240,otro
Gonzalo César Salgado Tapia,78773432,apartamento
Ing. Anabel Salcido,32896406,aparta estudio
Yolanda Tijerina Rivero,55579117,casa
Marisol Preciado Montalvo,80823897,casa
Jerónimo Conchita Mondragón Soto,78022602,apartamento
Jonás Diego Pineda,28867655,aparta estudio
Margarita Úrsula Alva,94076979,otro
Fidel Piña Ríos,25602058,apartamento
Dr. Miguel Cantú,17393125,apartamento
Ing. Laura Brito,46144399,casa
Mtro. Adela Tovar,12406280,apartamento
Anabel Varela,84606689,finca
Sr(a). Jorge Mayorga,92271613,otro
Ing. Alta  Gracia Cardona,59307121,casa
Tania Zamudio,79055179,apartamento
Florencia Paz Tamayo,43882707,aparta estudio
Martín Vigil,28020722,finca
Salma Natalia Montez,89686593,otro
Lic. Victoria Saldaña,15536995,aparta estudio
Frida Torres Lucio,47451257,finca
Esteban Itzel Gonzales,81420831,apartamento
Vicente Carlos de la Rosa,42804799,casa
Mtro. Mercedes Rincón,35510327,otro
David Zapata,77499734,otro
Flavio Gilberto Nazario,65096149,aparta estudio
Horacio Anel Alba,29762144,aparta estudio
Sr(a). Arturo Garrido,67300441,finca
Lilia Isabela Noriega,10915987,otro
Adriana Vicente Macías,29651169,otro
María Luisa Borrego Bonilla,25011122,casa
Gustavo Ballesteros,16515315,finca
José Manuél Esparza del Río,11381818,apartamento
Cristina Correa Alcaraz,98456676,otro
Lic. Horacio Pulido,27638724,casa
Guillermo Manuel Armenta,73688982,aparta estudio
Zacarías Quezada,52955759,aparta estudio
María Cristina Rosado Garza,27987191,finca
Estela Esparza Ibarra,94028237,apartamento
Débora Alta  Gracia Polanco Saldivar,87511252,casa
Citlali Saiz Zúñiga,44830088,apartamento
Esperanza Alva,32136497,finca
Liliana Eugenio Amador Mateo,56576722,casa
Jos Ramón Méndez,20008298,apartamento
Ing. Luis Espinal,53414284,aparta estudio
Leonardo Dalia Romo Almanza,71899865,otro
Alonso Rivero Carbajal,61741982,aparta estudio
Isaac Benito Urbina Rubio,43031154,finca
Homero Guillermo Saucedo,87932516,aparta estudio
Florencia Archuleta Ceballos,64219907,finca
Marisol Velázquez Tello,27805600,otro
Mtro. José Manuél Reynoso,95159691,apartamento
Sonia Verónica Alvarez,65327849,finca
Natalia Figueroa,98505796,finca
Dr. Rodolfo Rubio,35619550,aparta estudio
Perla Estrada,28998388,finca
Raúl Yuridia Negrón Luevano,87423735,aparta estudio
Magdalena Wendolin Dueñas,23150623,casa
Lic. Marcela Tijerina,69911957,apartamento
Espartaco Agustín Caraballo Alvarado,47139396,aparta estudio
Noelia Fidel Casillas,89406703,casa
Dr. Mayte Rosario,31905830,aparta estudio
Mtro. Nancy Polanco,21466422,aparta estudio
Mario Palomino Collazo,60346727,aparta estudio
Teresa Bruno Valdez Ocampo,43922422,otro
María Luisa Burgos Peralta,89373418,aparta estudio
